StreetNum,StreetName,AptNum,ZipCode,Beds,Baths
126,WEST 22ND STREET ,11N,10011,2,2
356,WEST 23RD STREET ,3A,10011,1,1
147,WEST 15TH STREET ,3NS,10011,3,4
332,WEST 17TH STREET ,1R,10011,1,1
130,WEST16TH STREET ,31,10011,2,1
130,WEST 26TH STREET ,5,10001,1,2
146-148,WEST 22ND STREET ,11,10011,2,2
261,WEST 28TH STREET ,5F,10001,1,1
270,WEST 17TH STREET ,3B,10011,2,2
144,WEST 27TH STREET  RM,6R,10001,4,3
209,WEST 22ND STREET,,10011,4,3
146,WEST 22ND STREET ,7,10011,3,3
340,WEST 19TH STREET ,11,10011,2,1
224,WEST 18TH STREET ,4B,10011,1,2
151,WEST 21ST STREET ,8A,10011,1,1
305,WEST 16TH STREET ,3H,10011,2,2
146,WEST 22ND STREET ,11,10011,2,2
320,WEST 19TH STREET ,5C,10011,1,1
334,WEST 22ND STREET ,25,10011,1,1
201,WEST 21ST STREET ,3F,10011,1,1
515,WEST 29TH STREET ,2S,10001,2,3
455,WEST 19TH STREET ,3,10011,3,4
455,WEST 19TH STREET ,PH2,10011,4,4
455,WEST 19TH STREET ,PH1,10011,4,5
455,WEST 19TH STREET ,1,10011,4,5
455,WEST 19TH STREET ,2,10011,4,4
540,WEST 28TH STREET ,4H,10001,1,1
515,WEST 29TH STREET,,10001,2,3
555,WEST 23RD STREET ,N8Q,10011,1,1
420,WEST 23RD STREET ,7C,10011,2,1
465,WEST 23RD STREET ,14D,10011,0,1
447,WEST 18TH STREET ,4D,10011,2,2
447,WEST 18TH STREET ,3A,10011,2,3
429,WEST 24TH STREET ,4E,10011,1,1
555,WEST 23RD STREET ,S7M,10011,1,1
445,WEST 19TH STREET ,4C,10011,1,1
500,WEST 25TH STREET ,3,10001,3,3
500,WEST 25TH STREET ,8,10001,3,3
37,WEST 12TH STREET ,2C,10011,2,2
450,WEST 17TH STREET ,1022,10011,1,1
450,WEST 20TH STREET ,5,10011,1,1
520,WEST 23RD STREET ,7C,10011,2,2
555,WEST 23RD STREET ,S9G,10011,1,1
456,WEST 19TH STREET ,PHI,10011,2,3
520,WEST 23RD STREET ,10B,10011,2,2
555,WEST 23RD STREET ,N10H,10011,1,1
450,WEST 17TH STREET ,PH3,10011,2,2
451,WEST 22ND STREET ,3F,10011,0,1
444,WEST 19TH STREET ,405,10011,2,2
450,WEST 17TH STREET ,1204,10011,1,1
245,10TH AVENUE ,PHE,10001,3,3
245,10TH AVENUE ,E,10001,3,3
453,WEST 19TH STREET ,5A,10011,1,1
423,WEST 22ND STREET ,2A,10011,1,1
405,WEST 23RD STREET ,12HI,10011,2,2
520,WEST 23RD STREET ,11A,10011,0,1
462,WEST 23RD STREET,,10011,4,8
514,WEST 24TH STREET ,5W,10011,3,3
444,WEST 19TH STREET ,605,10011,2,2
453,WEST 22ND STREET ,1F,10011,0,1
410,WEST 24TH STREET ,18BEC,10011,4,4
420,WEST 23RD STREET ,7B,10011,1,1
412,WEST 20TH STREET,,10011,6,6
410,WEST 23RD STREET ,4D,10011,1,1
453,WEST 19TH STREET ,4B,10011,1,1
459,WEST 18TH STREET ,2,10011,3,0
555,WEST 23RD STREET ,S4K,10011,0,1
429,WEST 24TH STREET ,4B,10011,1,1
410,WEST 24TH STREET ,8D,10011,0,1
440,WEST 23RD STREET ,B,10011,2,2
422,WEST 20TH STREET ,2C,10011,1,1
422,WEST 20TH STREET ,3C,10011,1,1
456,WEST 19TH STREET ,PHH,10011,3,4
470,WEST 24TH STREET ,3D,10011,1,1
430,WEST 23RD STREET ,PHE,10011,3,2
430,WEST 23RD STREET ,C,10011,3,2
405,WEST 23RD STREET ,7D,10011,0,1
37,WEST 12TH STREET ,2J,10011,4,4
520,WEST 28TH STREET ,11,10001,3,4
444,WEST 19TH STREET ,603,10011,1,1
405,WEST 23RD STREET ,3K,10011,0,1
444,WEST 19TH STREET ,602,10011,1,1
515,WEST 23RD STREET ,4,10011,2,2
100,11TH AVENUE ,3B,10011,0,1
450,WEST 17TH STREET ,2304,10011,3,4
465,WEST 23RD STREET ,5H,10011,0,1
448,WEST 22ND STREET,,10011,5,4
447,WEST 18TH STREET ,7A,10011,2,2
450,WEST 17TH STREET ,1808,10011,2,2
450,WEST 17TH STREET ,2403,10011,2,2
452,WEST 19TH STREET ,1D,10011,2,2
508,WEST 24TH STREET ,2S,10011,2,3
450,WEST 17TH STREET ,1901,10011,1,1
456,WEST 19TH STREET ,67B,10011,1,2
468,WEST 23RD STREET ,5F,10011,2,2
470,WEST 24TH STREET ,7D,10011,1,2
31,EAST 12TH STREET,,10003,3,3
483,WEST 22ND STREET,,10011,6,6
461,WEST 22ND STREET ,A,10011,2,2
450,WEST 17TH STREET ,1217,10011,4,4
527,WEST 27TH STREET ,10A,10001,4,4
527,WEST 27TH STREET ,8A,10001,3,4
527,WEST 27TH STREET ,3C,10001,2,3
527,WEST 27TH STREET ,2D,10001,3,4
527,WEST 27TH STREET ,3S,10001,2,3
76,11TH AVENUE ,X14C,10011,1,2
527,WEST 27TH STREET ,5B,10001,1,1
527,WEST 27TH STREET ,4A,10001,3,4
447,WEST 18TH STREET,,10011,4,2
429,WEST 24TH STREET ,4F,10011,1,1
475,WEST 22ND STREET ,1,10011,3,2
76,11TH AVENUE ,X17A,10011,3,4
76,11TH AVENUE ,11A,10011,3,4
519,WEST 23RD STREET ,R1,10011,1,2
411,WEST 21ST STREET ,1,10011,2,2
420,WEST 25TH STREET ,3A,10001,1,2
76,11TH AVENUE ,22D,10011,4,5
555,WEST 23RD STREET ,S11Q,10011,1,1
453,WEST 19TH STREET ,1A,10011,0,1
555,WEST 23RD STREET ,N6D,10011,1,1
520,WEST 28TH STREET ,8,10001,2,3
509,WEST 23RD STREET ,MULTI-FAMI,10011,5,4
37,WEST 12TH STREET ,9J,10011,4,2
420,WEST 25TH STREET ,6D,10001,1,2
555,WEST 23RD STREET ,S8Q,10011,1,1
411,WEST 22ND STREET ,2F,10011,1,1
76,11TH AVENUE ,9G,10011,2,3
520,WEST 23RD STREET ,4C,10011,2,2
520,WEST 28TH STREET ,30,10001,2,2
555,WEST 23RD STREET ,S14E,10011,1,1
450,WEST 17TH STREET ,1122,10011,1,1
245,10TH AVENUE ,4,10001,2,2
457,WEST 22ND STREET ,B,10011,3,2
76,11TH AVENUE ,X12F,10011,2,3
520,WEST 23RD STREET ,9H,10011,1,1
420-424,WEST 23RD STREET ,6D,10011,2,2
426,WEST 23RD STREET ,1R,10011,2,2
520,WEST 23RD STREET ,12-E,10011,1,1
76,11TH AVENUE ,X14B,10011,3,4
39,EAST 12TH STREET ,805,10003,2,2
425,WEST 24TH STREET ,1F,10011,2,2
76,11TH AVENUE ,9A,10011,2,3
76,11TH AVENUE ,8D,10011,1,2
76,11TH AVENUE ,11E,10011,1,2
76,11TH AVENUE ,X11A,10011,3,4
527,WEST 27TH STREET,,10001,0,1
522,WEST 29TH STREET ,5C,10001,3,4
471,WEST 22ND STREET ,C,10011,3,2
76,11TH AVENUE ,X17E,10011,2,3
455,WEST 20TH STREET ,5C,10011,1,2
520,WEST 23RD STREET ,3H,10011,1,1
500,WEST 21ST STREET ,4C,10011,1,1
520,WEST 23RD STREET ,15F,10011,2,2
408,WEST 20TH STREET,,10011,6,6
550,WEST 29TH STREET ,PH1,10001,4,5
520,WEST 23RD STREET ,9C,10011,2,2
420,WEST 25TH STREET ,2B,10001,1,1
550,WEST 29TH STREET ,PH3,10001,3,4
550,WEST 29TH STREET ,9A,10001,3,4
550,WEST 29TH STREET ,3A,10001,3,4
434,WEST 20TH STREET ,4,10011,3,2
555,WEST 23RD STREET ,S14F,10011,2,2
420,WEST 25TH STREET ,6H,10001,2,2
520,WEST 23RD STREET ,14A,10011,0,1
505,WEST 19TH STREET ,6W,10011,3,4
422,WEST 20TH STREET ,2G,10011,2,1
555,WEST 23RD STREET ,N7J,10011,1,1
444,WEST 19TH STREET ,1002,10011,2,2
405,WEST 23RD STREET ,2G,10011,0,1
450,WEST 17TH STREET ,1018,10011,2,2
100,11TH AVENUE ,10A,10011,3,4
540,WEST 28TH STREET ,10A,10001,2,2
555,WEST 23RD STREET ,S11N,10011,1,1
555,WEST 23RD STREET ,S5F,10011,1,1
551,WEST 21ST STREET ,4F,10011,1,2
445,WEST 19TH STREET ,1F,10011,2,1
408,WEST 25TH STREET ,2RE,10001,1,1
450,WEST 17TH STREET ,1805,10011,1,2
410,WEST 25TH STREET ,1A,10001,1,1
76,11TH AVENUE ,6A,10011,3,4
505,WEST 19TH STREET ,7C,10011,2,2
245,10TH AVENUE ,12,10001,2,2
470,WEST 24TH STREET ,2-G,10011,1,1
520,WEST 23RD STREET ,6G,10011,1,1
200,11TH AVENUE ,3N,10011,2,3
515,WEST 29TH STREET ,7S,10001,3,3
515,WEST 29TH STREET ,9,10001,2,3
515,WEST 29TH STREET ,4S,10001,2,3
555,WEST 23RD STREET ,S8G,10011,1,1
76,11TH AVENUE ,8C,10011,3,4
451,WEST 22ND STREET ,1F,10011,0,1
458,WEST 23RD STREET ,GRGF,10011,2,2
455,WEST 20TH STREET ,5A,10011,2,2
76,11TH AVENUE ,19F,10011,2,3
505,WEST 19TH STREET ,4A,10011,3,3
550,WEST 29TH STREET ,3C,10001,3,3
550,WEST 29TH STREET ,4C,10001,2,3
450,WEST 17TH STREET ,2302,10011,1,1
522,WEST 29TH STREET ,PH9A,10001,5,6
522,WEST 29TH STREET ,PH10B,10001,3,4
245,10TH AVENUE ,4W,10001,3,3
551,WEST 21ST STREET ,5B,10011,2,3
551,WEST 21ST STREET ,4A,10011,2,3
508,WEST 24TH STREET ,PHA,10011,3,4
555,WEST 23RD STREET ,N7C,10011,0,1
555,WEST 23RD STREET ,S4F,10011,1,1
520,WEST 23RD STREET ,7D,10011,2,2
447,WEST 18TH STREET ,8C,10011,2,2
455,WEST 20TH STREET ,4W,10011,3,3
451,WEST 24TH STREET,,10011,4,5
555,WEST 23RD STREET ,S5E,10011,1,1
450,WEST 17TH STREET ,1023,10011,1,1
555,WEST 23RD STREET ,N11E,10011,1,1
450,WEST 17TH STREET ,1606,10011,1,1
520,WEST 23RD STREET ,7A,10011,1,1
520,WEST 23RD STREET ,10A,10011,1,1
39,EAST 12TH STREET ,202,10003,1,1
450,WEST 17TH STREET ,2009,10011,3,3
405,WEST 23RD STREET ,5F,10011,0,1
551,WEST 21ST STREET ,9B,10011,3,4
100,11TH AVENUE ,5C,10011,1,1
555,WEST 23RD STREET ,N3F,10011,2,2
39,EAST 12TH STREET ,203,10003,0,1
448,WEST 25TH STREET,,10001,9,5
410,WEST 23RD STREET ,6B,10011,1,1
555,WEST 23RD STREET ,S6D,10011,1,1
245,10TH AVENUE ,3E,10001,1,2
405,WEST 21ST STREET ,2R,10011,1,1
445,WEST 19TH STREET ,2F,10011,1,1
420,WEST 25TH STREET ,1A,10001,1,2
410,WEST 24TH STREET REET,#PHA,10011,2,3
76,11TH AVENUE ,X22C,10011,2,3
405,WEST 23RD STREET ,5E,10011,1,1
263,9TH AVENUE ,1C,10001,2,1
76,11TH AVENUE ,X23B,10011,4,3
40-50,10TH AVENUE ,3B,10014,2,1
39,EAST 12TH STREET ,208,10003,1,1
525,WEST 22ND STREET ,4B,10011,2,2
76,11TH AVENUE ,11C,10011,4,5
508,WEST 24TH STREET  PENTHOUSE,N,10011,3,3
420,WEST 25TH STREET ,1F,10001,2,2
447,WEST 18TH STREET,,10011,5,5
555,WEST 23RD STREET ,S7R,10011,1,1
555,WEST 23RD STREET ,N6G,10011,0,1
159,9TH AVENUE,,10011,9,3
37,WEST 12TH STREET ,4K,10011,1,1
444,WEST 19TH STREET ,301,10011,2,2
450,WEST 17TH STREET ,1115,10011,1,1
76,11TH AVENUE ,X23A,10011,4,4
120,11TH AVENUE ,2B,10011,4,3
462,WEST 25TH STREET,,10001,4,4
545,WEST 20TH STREET ,2B,10011,4,3
447,WEST 18TH STREET REET,#6C,10011,2,2
460,WEST 23RD STREET,,10011,1,1
420,WEST 25TH STREET ,4H,10001,1,2
555,WEST 23RD STREET ,N4L,10011,1,1
420,WEST 25TH STREET ,4F,10001,1,1
444,WEST 19TH STREET  PENTHOUSE,1,10011,2,2
40-50,10TH AVENUE ,8B,10014,2,1
470,WEST 24TH STREET ,18A,10011,2,2
520,WEST 28TH STREET ,PH37,10001,5,7
514,WEST 24TH STREET ,3W,10011,3,3
514,WEST 24TH STREET ,7E,10011,2,3
514,WEST 24TH STREET ,8,10011,4,6
433,WEST 24TH STREET ,3-F,10011,1,1
551,WEST 21ST STREET ,4A,10011,2,2
444,WEST 19TH STREET ,604,10011,2,2
200,11TH AVENUE ,10N,10011,3,3
444,WEST 19TH STREET ,501,10011,2,2
555,WEST 23RD STREET ,S12D,10011,1,1
455,WEST 20TH STREET ,4A,10011,2,1
555,WEST 23RD STREET ,S12R,10011,1,1
410,WEST 23RD STREET ,6A,10011,1,1
100,11TH AVENUE ,9A,10011,3,3
520,WEST 23RD STREET ,16AG,10011,2,2
540,WEST 28TH STREET ,3B,10001,2,2
520,WEST 23RD STREET ,12D,10011,0,1
555,WEST 23RD STREET ,S10C,10011,1,1
423,WEST 22ND STREET ,4F,10011,1,1
505,WEST 19TH STREET ,7A,10011,2,3
520,WEST 28TH STREET ,27,10001,4,5
555,WEST 23RD STREET ,S4M,10011,1,1
40-50,10TH AVENUE ,4J,10014,1,2
555,WEST 23RD STREET ,N6E,10011,1,1
455,WEST 22ND STREET ,1A,10011,3,3
520,WEST 23RD STREET ,3A,10011,1,1
520,WEST 23RD STREET ,6B,10011,2,2
450,WEST 17TH STREET ,2305,10011,1,1
37,WEST 12TH STREET ,9F,10011,2,2
452,WEST 19TH STREET ,4C,10011,1,1
500,WEST 21ST STREET ,7C,10011,3,3
443,WEST 24TH STREET ,G,10011,3,3
555,WEST 23RD STREET ,N3D,10011,1,1
450,WEST 17TH STREET ,1003,10011,2,2
420,WEST 25TH STREET ,7D,10001,1,2
429,WEST 24TH STREET ,1C,10011,2,2
433,WEST 24TH STREET ,3B,10011,1,1
555,WEST 23RD STREET ,S12N,10011,1,1
453,WEST 19TH STREET ,3B,10011,1,1
429,WEST 24TH STREET ,3A,10011,1,1
540,WEST 28TH STREET ,8J,10001,1,1
405,WEST 23RD STREET ,16L,10011,0,1
520,WEST 28TH,#28,10001,4,5
200,11TH AVENUE ,5S,10011,3,4
555,WEST 23RD STREET ,S9N,10011,1,1
405,WEST 23RD STREET ,6I,10011,0,1
520,WEST 19TH STREET ,7B,10011,3,3
555,WEST 23RD STREET ,S12C,10011,1,1
555,WEST 23RD STREET ,S3L,10011,2,2
420,WEST 25TH STREET ,3K,10001,1,1
411,WEST 22ND STREET ,1R,10011,1,1
37,WEST 12TH STREET ,3H,10011,2,2
410,WEST 24TH STREET ,2I,10011,0,1
420-424,WEST 23RD STREET ,5B,10011,1,1
555,WEST 23RD STREET ,N9B,10011,1,1
459,WEST 18TH STREET ,UNIT1,10011,2,2
555,WEST 23RD STREET ,N8M,10011,1,1
555,WEST 23RD STREET ,N9G,10011,0,1
522,WEST 29TH STREET ,2B,10001,3,4
555,WEST 23RD STREET ,S10G,10011,1,1
450,WEST 17TH STREET ,2402,10011,1,1
410,WEST 24TH STREET ,4F,10011,1,1
470,WEST 24TH STREET ,16H,10011,1,1
40-50,10TH AVENUE ,1E,10014,1,1
447,WEST 18TH STREET ,2B,10011,1,1
452,WEST 19TH STREET ,2C,10011,2,1
231-233,10TH AVENUE  PENTHOUSE,2,10011,3,3
420,WEST 25TH STREET ,3C,10001,1,2
555,WEST 23RD STREET ,S8E,10011,1,1
410,WEST 23RD STREET ,3B,10011,1,1
420,25TH,#PHX,10001,1,1
551,WEST 21ST STREET ,6C,10011,3,3
40-50,10TH AVENUE ,2A,10014,1,1
450,WEST 17TH STREET ,1811,10011,1,1
450,WEST 17TH STREET ,1910,10011,1,1
525,WEST 22ND STREET  PENTHOUSE,F,10011,4,3
525,WEST 22ND STREET ,2F,10011,3,2
450,WEST 17TH STREET ,2203,10011,2,2
405,WEST 21ST STREET ,2F,10011,1,1
555,WEST 23RD STREET ,S3P,10011,0,1
408,WEST 25TH STREET ,1RE,10001,1,1
525,WEST 22ND STREET REET,#PHF,10011,3,3
37,WEST 12TH STREET ,5E,10011,3,3
450,WEST 17TH STREET ,1803,10011,2,2
520,WEST 23RD STREET ,10C,10011,2,2
555,WEST 23RD STREET  PENTHOUSE,D,10011,2,2
445,WEST 19TH STREET ,4A,10011,0,1
420-424,WEST 23RD STREET ,8B,10011,1,1
421,WEST 22ND STREET ,2R,10011,1,1
100,11TH AVENUE ,12B,10011,2,2
425,WEST 24TH STREET ,3B,10011,1,1
555,WEST 23RD STREET ,N12A,10011,2,2
555,WEST 23RD STREET ,S11A,10011,1,1
425,WEST 24TH STREET ,2A,10011,0,1
39,EAST 12TH STREET ,103,10003,2,2
403,WEST 21ST STREET ,5E,10011,2,1
555,WEST 23RD STREET ,S4N,10011,1,1
420,WEST 25TH STREET ,6E,10001,1,2
540,WEST 28TH STREET ,4D,10001,2,2
555,WEST 23RD STREET ,S5R,10011,1,1
440,WEST 23RD STREET ,C,10011,2,2
420-424,WEST 23RD STREET ,4A,10011,2,1
520,WEST 23RD STREET ,8D,10011,2,2
420,WEST 23RD STREET ,4A,10011,2,1
417,WEST 22ND STREET ,1,10011,3,3
555,WEST 23RD STREET ,S6M,10011,1,1
555,WEST 23RD STREET ,S11L,10011,2,2
433,WEST 24TH STREET ,3D,10011,1,1
425,WEST 24TH STREET ,1A,10011,2,2
461,WEST 21ST STREET,,10011,5,6
555,WEST 23RD STREET ,N9N,10011,1,1
450,WEST 17TH STREET ,2401,10011,1,1
231-233,10TH AVENUE ,5B,10011,2,2
540,WEST 28TH STREET ,2D,10001,1,1
410,WEST 25TH STREET ,4B,10001,1,1
450,WEST 17TH STREET,,10011,1,1
450,WEST 17TH STREET ,2406,10011,2,2
555,WEST 23RD STREET ,N10J,10011,1,1
455,WEST 22ND STREET,,10011,2,2
555,WEST 23RD STREET ,S8H,10011,1,1
555,WEST 23RD STREET ,N3P,10011,1,1
433,WEST 24TH STREET ,1F,10011,2,1
433,WEST 23RD STREET ,#3D,10011,1,1
420-424,WEST 23RD STREET ,4B,10011,1,1
100,11TH AVENUE ,16C,10011,3,4
450,WEST 17TH STREET ,1509,10011,3,2
438,WEST 23RD STREET ,A,10011,2,2
422,WEST 20TH STREET ,4D,10011,1,1
540,WEST 28TH STREET ,10C,10001,2,2
422,WEST 20TH STREET ,5C,10011,1,1
39,EAST 12TH STREET ,201,10003,1,1
540,WEST 28TH STREET ,7C,10001,1,1
422,WEST 20TH STREET,REET,10011,1,1
520,WEST 19TH STREET ,5B,10011,3,3
409,WEST 21ST STREET ,4,10011,2,1
452,WEST 19TH STREET ,3B,10011,1,1
520,WEST 23RD STREET ,6-C,10011,2,2
555,WEST 23RD STREET ,N8C,10011,0,1
520,WEST 23RD STREET ,12A,10011,0,1
263,9TH AVENUE ,9B,10001,1,2
450,WEST 17TH STREET ,1119,10011,1,1
520,WEST 23RD STREET ,14C,10011,1,1
263,9TH AVENUE ,6A,10001,1,2
444,WEST 19TH STREET ,703,10011,2,2
555,WEST 23RD STREET ,S7E,10011,1,1
434,WEST 20TH STREET ,8,10011,2,2
520,WEST 23RD STREET ,6H,10011,1,1
39,EAST 12TH STREET ,207,10003,1,1
520,WEST 19TH STREET ,2A,10011,2,2
445,WEST 19TH STREET ,6D,10011,1,1
100,11TH AVENUE ,19A,10011,4,3
37,WEST 12TH STREET ,12G,10011,2,2
420,WEST 25TH STREET ,7K,10001,1,1
520,WEST 23RD STREET ,10H,10011,1,1
434,WEST 20TH STREET,,10011,1,2
555,WEST 23RD STREET ,S12E,10011,1,1
426,WEST 23RD STREET ,1F,10011,1,1
37,WEST 12TH STREET ,5K,10011,1,1
540,WEST 28TH STREET ,7J,10001,1,1
540,WEST 28TH STREET ,3J,10001,1,1
555,WEST 23RD STREET ,S6G,10011,1,1
441,WEST 21ST STREET ,2,10011,3,3
520,WEST 19TH STREET ,6A,10011,2,2
450,WEST 17TH STREET ,1405,10011,1,2
37,WEST 12TH STREET ,4J,10011,4,3
433,WEST 24TH STREET ,5C,10011,1,1
263,9TH AVENUE ,3B,10001,1,2
400,WEST 23RD STREET ,4L,10011,1,1
555,WEST 23RD STREET ,N10Q,10011,1,1
444,WEST 19TH STREET  PENTHOUSE,2,10011,2,2
445,WEST 19TH STREET ,8D,10011,0,1
455,WEST 20TH STREET ,5B,10011,3,3
520,WEST 23RD STREET ,4G,10011,1,1
263,9TH AVENUE ,1A,10001,1,2
559,23RD STREET ,#3,10011,4,4
37,WEST 12TH STREET ,2F,10011,2,2
555,WEST 23RD STREET ,S7J,10011,1,1
443,WEST 24TH STREET ,H,10011,3,0
540,WEST 28TH STREET ,8F,10001,1,1
10,GRACIE SQ,12F,10028,6,4
411,WEST 22ND STREET ,1F,10011,2,1
445,WEST 19TH STREET ,6E,10011,0,1
456,WEST 19TH STREET ,2,10011,1,2
420,WEST 25TH STREET ,3G,10001,2,2
450,WEST 17TH STREET ,1503,10011,2,2
100,11TH AVENUE ,9B,10011,1,1
555,WEST 23RD STREET ,N9A,10011,1,1
455,WEST 20TH STREET ,3A,10011,2,2
444,WEST 19TH STREET ,302,10011,1,1
227,10TH AVENUE ,1,10011,2,2
444,WEST 22ND STREET,,10011,7,4
453,WEST 19TH STREET ,2A,10011,2,1
410,WEST 24TH STREET ,8G,10011,0,1
447,WEST 18TH STREET ,6B,10011,1,1
429,WEST 22ND STREET ,4G,10011,2,2
447,WEST 18TH STREET ,6D,10011,2,2
400,WEST 23RD STREET ,2J,10011,0,1
540,WEST 28TH STREET ,5C,10001,1,1
231-233,10TH AVENUE  PENTHOUSE,4,10011,2,2
555,WEST 23RD STREET ,S12B,10011,1,1
540,WEST 28TH STREET ,3C,10001,1,1
450,WEST 17TH STREET ,1016,10011,0,1
555,WEST 23RD STREET ,S11J,10011,1,1
555,WEST 23RD STREET ,N10B,10011,1,1
410,WEST 23RD STREET ,5G,10011,0,1
450,WEST 17TH STREET ,2107,10011,3,3
555,WEST 23RD STREET ,N7M,10011,1,1
555,WEST 23RD STREET ,S11C,10011,1,1
555,WEST 23RD STREET ,S9E,10011,1,1
520,WEST 23RD STREET ,3F,10011,2,1
555,WEST 23RD STREET ,N12C,10011,2,2
200,11TH AVENUE ,9S,10011,3,3
555,WEST 23RD STREET ,N12H,10011,2,2
458-460,WEST 23RD STREET ,4A,10011,2,2
519,WEST 23RD STREET ,R4,10011,2,2
520,WEST 23RD STREET ,8C,10011,2,2
410,WEST 25TH STREET ,4A,10001,1,1
520,WEST 19TH STREET ,4A,10011,2,2
555,WEST 23RD STREET  PENTHOUSE,G,10011,2,2
551,WEST 21ST STREET ,17A,10011,4,5
551,WEST 21ST STREET ,17B,10011,3,3
524,WEST 19TH STREET ,1,10011,3,3
555,WEST 23RD STREET  PH,G,10011,2,2
410,WEST 25TH STREET ,2B,10001,1,1
555,WEST 23RD STREET ,N3G,10011,0,1
520,WEST 23RD STREET ,14D,10011,0,1
1270,5TH AVENUE ,11K,10029,1,1
424,EAST 115TH STREET ,1A,10029,1,1
1485,5TH AVENUE ,19C,10035,3,2
1911-1929,MADISON AVENUE,,10035,2,1
1901,MADISON AVENUE ,116,10035,3,2
1787,MADISON AVENUE,,10035,2,2
350,EAST 116TH STREET,,10029,5,3
1165,5TH AVENUE ,5B,10029,4,3
319,EAST 105TH STREET ,4C,10029,2,1
1399,PARK AVENUE ,12E,10029,2,2
1485,5TH AVENUE ,16G,10035,2,2
77,EAST 110TH STREET ,4C,10029,2,1
1931,MADISON AVENUE ,4C,10035,2,1
306,EAST 105TH STREET ,3B,10029,1,1
330,EAST 109TH STREET ,7A,10029,1,1
169,EAST 102ND STREET ,3C,10029,2,1
1270,5TH AVENUE ,9A,10029,1,1
1399,PARK AVENUE ,7B,10029,2,2
319,EAST 105TH STREET ,5A,10029,2,1
16,EAST 98TH STREET ,6D,10029,0,1
227,EAST 111TH STREET ,3A,10029,1,1
1399,PARK AVENUE ,12D,10029,3,2
1399,PARK AVENUE ,7A,10029,2,2
1901,MADISON AVENUE ,313,10035,2,1
11,EAST 129TH STREET,,10035,5,4
1485,5TH AVENUE ,8H,10035,1,1
235,EAST 115TH STREET,,10029,1,4
1399,PARK AVENUE ,15B,10029,2,2
1885,LEXINGTON AVENUE ,7C,10035,2,1
158,EAST 100TH STREET ,2F,10029,1,1
45,WEST 110TH STREET ,3C,10026,3,1
64,EAST 111TH STREET ,1A,10029,1,1
161-169,EAST 110TH STREET ,5C,10029,1,1
69-71,EAST 130TH STREET ,3C,10037,2,1
3,EAST 131ST STREET ,4A,10037,2,1
1831,MADISON AVENUE ,6K,10035,2,2
1270,5TH AVENUE ,12E,10029,1,1
29,EAST 129TH STREET,,10035,4,9
1787,MADISON AVENUE ,612,10035,1,1
227,EAST 111TH STREET ,4D,10029,0,1
1270,5TH AVENUE ,1M,10029,2,1
217,EAST 111TH STREET,,10029,6,3
206,EAST 124TH STREET ,5C,10035,1,1
1158,5TH AVENUE ,4A,10029,3,3
333,EAST 109TH STREET ,2C,10029,1,1
1,WEST 126TH STREET ,4F,10027,2,1
170,EAST 118TH STREET ,3,10035,2,1
117,EAST 101ST STREET ,4W,10029,3,1
1212,5TH AVENUE ,4A,10029,3,3
16,EAST 98TH STREET ,9D,10029,1,1
2132-2136,2ND AVENUE ,4A,10029,2,2
105,EAST 100TH STREET ,5B,10029,1,1
166,EAST 118TH STREET ,7,10035,3,1
309,EAST 108TH STREET ,5A,10029,2,2
1635,LEXINGTON AVENUE ,6B,10029,1,1
169,EAST 102ND STREET ,4A,10029,1,1
2041,5TH AVENUE ,6G,10035,4,2
302,EAST 119TH STREET ,5A,10035,2,1
77,EAST 110TH STREET ,8B,10029,2,2
1280,5TH AVENUE ,7H,10029,2,2
1787,MADISON AVENUE ,206,10035,1,1
1790,THIRD AVENUE ,#701,10029,2,1
1270,5TH AVENUE ,2L,10029,2,1
424,EAST 115TH STREET ,4D,10029,1,1
205,EAST 124TH STREET ,5B,10035,2,1
271,PLEASANT AVENUE,,10029,2,1
2132-2136,2ND AVENUE ,6B,10029,2,2
12,EAST 97TH STREET ,3J,10029,0,1
2134,2ND AVENUE ,6B,10029,2,2
306,EAST 105TH STREET ,2B,10029,1,1
12,EAST 97TH STREET ,3L,10029,0,1
1270,5TH AVENUE ,9L,10029,2,1
9,EAST 96TH STREET ,6A,10128,3,3
152,EAST 118TH STREET ,3D,10035,1,1
440,EAST 117TH STREET ,5A,10035,3,2
1270,5TH AVENUE ,6M,10029,2,1
2090,MADISON AVENUE ,4B,10037,2,1
416,EAST 117TH STREET ,3A,10035,2,2
1790,3RD AVENUE ,605,10029,0,1
15,EAST 131ST STREET ,5B,10037,2,1
1485,5TH AVENUE ,2728A,10035,3,3
1937,MADISON AVENUE,,10035,9,9
77,EAST 110TH STREET ,3A,10029,2,1
319,EAST 105TH STREET ,1E,10029,3,2
129,EAST 102ND STREET ,4C,10029,1,1
17,EAST 96TH STREET ,7B,10128,2,1
2077,5TH AVENUE ,5C,10035,2,2
69-71,EAST 130TH STREET ,4C,10037,1,1
1270,5TH AVENUE ,7G,10029,2,1
217,EAST 96TH STREET ,26G,10128,0,1
69,EAST 130TH STREET ,4C,10037,2,1
2141,2ND AVENUE ,5C,10029,1,1
1485,5TH AVENUE ,14J,10035,2,2
56,EAST 127TH STREET,,10035,1,1
1485,5TH AVENUE ,17F,10035,1,1
152,EAST 118TH STREET ,2G,10035,1,1
1170,5TH AVENUE ,12C,10029,2,2
1831,MADISON AVENUE ,3D,10035,2,2
1831,MADISON AVENUE ,4I,10035,2,2
